city_id,province_id,province,type,city_name,postal_code
463,34,Sumatera Utara,Kabupaten,Tapanuli Selatan,22742
464,34,Sumatera Utara,Kabupaten,Tapanuli Tengah,22611
465,34,Sumatera Utara,Kabupaten,Tapanuli Utara,22414
466,13,Kalimantan Selatan,Kabupaten,Tapin,71119
467,16,Kalimantan Utara,Kota,Tarakan,77114
468,9,Jawa Barat,Kabupaten,Tasikmalaya,46411
469,9,Jawa Barat,Kota,Tasikmalaya,46116
470,34,Sumatera Utara,Kota,Tebing Tinggi,20632
471,8,Jambi,Kabupaten,Tebo,37519
472,10,Jawa Tengah,Kabupaten,Tegal,52419
473,10,Jawa Tengah,Kota,Tegal,52114
474,25,Papua Barat,Kabupaten,Teluk Bintuni,98551
475,25,Papua Barat,Kabupaten,Teluk Wondama,98591
476,10,Jawa Tengah,Kabupaten,Temanggung,56212
477,20,Maluku Utara,Kota,Ternate,97714
478,20,Maluku Utara,Kota,Tidore Kepulauan,97815
479,23,Nusa Tenggara Timur (NTT),Kabupaten,Timor Tengah Selatan,85562
480,23,Nusa Tenggara Timur (NTT),Kabupaten,Timor Tengah Utara,85612
481,34,Sumatera Utara,Kabupaten,Toba Samosir,22316
482,29,Sulawesi Tengah,Kabupaten,Tojo Una-Una,94683
483,29,Sulawesi Tengah,Kabupaten,Toli-Toli,94542
484,24,Papua,Kabupaten,Tolikara,99411
485,31,Sulawesi Utara,Kota,Tomohon,95416
486,28,Sulawesi Selatan,Kabupaten,Toraja Utara,91831
487,11,Jawa Timur,Kabupaten,Trenggalek,66312
488,19,Maluku,Kota,Tual,97612
489,11,Jawa Timur,Kabupaten,Tuban,62319
490,18,Lampung,Kabupaten,Tulang Bawang,34613
491,18,Lampung,Kabupaten,Tulang Bawang Barat,34419
492,11,Jawa Timur,Kabupaten,Tulungagung,66212
493,28,Sulawesi Selatan,Kabupaten,Wajo,90911
494,30,Sulawesi Tenggara,Kabupaten,Wakatobi,93791
495,24,Papua,Kabupaten,Waropen,98269
496,18,Lampung,Kabupaten,Way Kanan,34711
497,10,Jawa Tengah,Kabupaten,Wonogiri,57619
498,10,Jawa Tengah,Kabupaten,Wonosobo,56311
499,24,Papua,Kabupaten,Yahukimo,99041
500,24,Papua,Kabupaten,Yalimo,99481
501,5,DI Yogyakarta,Kota,Yogyakarta,55111
